color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Martin Scorsese,112,112,17000,354,David Carradine,22000,32645,Crime|Drama|Romance|Thriller,Robert De Niro,Mean Streets ,67797,23737,David Proval,0,bar|catholic guilt|epilepsy|italian american|money,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,223,English,USA,R,500000,1973,926,7.4,1.85,0
Color,John Lafia,59,72,5,435,Beth Grant,659,28501605,Fantasy|Horror,Jenny Agutter,Child's Play 2 ,31371,2646,Greg Germann,0,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166,English,USA,R,13000000,1990,628,5.7,1.85,0
Color,John Maclean,246,84,85,748,Kodi Smit-McPhee,13000,229094,Western,Michael Fassbender,Slow West ,27650,14696,Ben Mendelsohn,2,american west|bounty hunter|frontier|horse riding|outlaw,http://www.imdb.com/title/tt3205376/?ref_=fn_tt_tt_1,88,English,UK,R,,2015,884,6.9,1.66,0
Color,,54,53,,1000,Adam Goldberg,4000,,Crime|Drama|Thriller,Kirsten Dunst,Fargo             ,170055,19949,Oliver Platt,0,anthology|death|insurance salesman|minnesota|police officer,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,173,English,USA,TV-MA,,,1000,9.0,1.78,61000
Color,Monte Hellman,9,97,96,37,Jack Taylor,201,,Adventure|Crime|Drama,Everett McGill,Iguana ,240,277,Fabio Testi,1,19th century|based on novel|disfigurement|harpooner|independent film,http://www.imdb.com/title/tt0095354/?ref_=fn_tt_tt_1,9,English,Italy,,3000000,1988,39,6.2,1.85,37
Color,James Mather,289,95,4,80,Vincent Regan,788,14291570,Action|Adventure|Sci-Fi|Thriller,Joseph Gilgun,Lockout ,82082,1414,Jacky Ido,2,bodyguard|maximum security prison|outer space|president|prison,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,236,English,France,PG-13,20000000,2012,447,6.1,2.35,10000
Color,Patrick Read Johnson,16,100,32,175,Royal Dano,610,15369573,Adventure|Comedy|Sci-Fi,Ariana Richards,Spaced Invaders ,2580,1441,Tonya Lee Williams,1,alien|halloween|killer robot|outer space|wrestler costume,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1,54,English,USA,PG,3000000,1990,232,5.3,1.85,710
Color,Florian Henckel von Donnersmarck,321,103,207,3000,Angelina Jolie Pitt,40000,67631157,Action|Romance|Thriller,Johnny Depp,The Tourist ,176606,55175,Rufus Sewell,0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374,English,USA,PG-13,100000000,2010,11000,6.0,2.35,25000
Color,Jean-Marc Vallée,349,115,212,612,Kevin Rankin,2000,37877959,Adventure|Biography|Drama,Michiel Huisman,Wild ,86664,4896,Gaby Hoffmann,1,female protagonist|grief|hiking|loss of mother|mother daughter relationship,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,252,English,USA,R,15000000,2014,820,7.1,2.35,38000
Color,J.J. Abrams,310,124,14000,979,Tom Cruise,22000,133382309,Action|Adventure|Thriller,Philip Seymour Hoffman,Mission: Impossible III ,256695,34817,Eddie Marsan,0,arms dealer|fictional government agency|mission|rescue|vatican,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871,English,USA,PG-13,150000000,2006,10000,6.9,2.35,0
Color,Ron Howard,289,122,2000,571,Benjamin Walker,26000,24985612,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,In the Heart of the Sea ,71782,28328,Frank Dillane,0,emaciation|ship|starvation|vomiting|whale,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,161,English,USA,PG-13,100000000,2015,911,7.0,1.85,27000
Color,Frank Coraci,178,102,153,269,Leslie Bibb,3000,80360866,Comedy|Family|Romance,Rosario Dawson,Zookeeper ,44662,5392,Nicholas Turturro,1,champagne bottle|coca cola|jewelry box|red bull|zoo,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127,English,USA,PG,80000000,2011,1000,5.2,2.35,0
Color,Michael Bay,204,144,0,681,James Badge Dale,769,52822418,Action|Drama|Thriller|War,Toby Stephens,13 Hours ,47764,3580,David Costabile,0,based on true story|cia agent|libya|mercenary|u.s. ambassador,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,219,English,USA,R,50000000,2016,726,7.4,2.35,44000
Color,Milos Forman,134,180,869,521,F. Murray Abraham,692,51600000,Biography|Drama|History|Music,Jeffrey Jones,Amadeus ,270790,3076,Tom Hulce,0,1800s|classical composer|composer|first person narration|opera,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,549,English,USA,R,18000000,1984,670,8.3,2.35,16000
Color,Tate Taylor,165,139,150,400,Josh Hopkins,521,30513940,Biography|Drama|Music,Tika Sumpter,Get on Up ,15843,2060,Aunjanue Ellis,0,1970s|1980s|african american|breaking the fourth wall|mother son relationship,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,104,English,USA,PG-13,30000000,2014,491,6.9,1.85,11000
Color,David Lean,122,161,767,87,Sessue Hayakawa,682,27200000,Adventure|Drama|War,William Holden,The Bridge on the River Kwai ,149444,1035,Jack Hawkins,2,allies|bridge|construction|jungle|sabotage,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1,273,English,UK,PG,3000000,1957,119,8.2,2.35,0
Color,Baz Luhrmann,490,143,1000,76,Elizabeth Debicki,29000,144812796,Drama|Romance,Leonardo DiCaprio,The Great Gatsby ,362933,29769,Steve Bisley,4,ingratitude|mansion|party|title appears in writing|tragedy,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,753,English,Australia,PG-13,105000000,2013,509,7.3,2.35,115000
Color,Justin Lin,35,84,681,143,Jake Sandvig,239,52850,Comedy,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,1656,734,Joe McQueen,0,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,12,English,USA,Not Rated,500000,2007,172,6.2,1.85,155
Color,Robby Henson,25,101,9,201,Max Ryan,973,978908,Drama|Horror|Mystery|Thriller,Marc Blucas,Thr3e ,4057,2306,Justine Waddell,0,bound with duct tape|flash forward|number|riddle|stalking,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,90,English,Poland,PG-13,2400000,2006,872,5.1,2.35,250
Color,Al Franklin,,96,0,270,Steffinnie Phrommany,471,,Horror,Marshal Hilton,Teeth and Blood ,24,1399,Clint Jung,0,blood|teeth,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,2,English,USA,,300000,2015,320,4.3,16.0,85
Color,Sam Weisman,53,92,39,458,Abraham Benrubi,3000,105263257,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,George of the Jungle ,56168,4518,Holland Taylor,0,animal companion|heiress|hero|jungle|male objectification,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,103,English,USA,PG,55000000,1997,562,5.4,1.85,5000
Color,Remo,15,160,168,71,Remo,733,95236,Drama|Musical,Lauren Gottlieb,ABCD (Any Body Can Dance) ,5018,1182,Prabhudheva,3,,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,38,Hindi,India,Not Rated,,2013,168,6.4,,1000
Color,David Fincher,210,145,21000,243,Holt McCallany,534,55473600,Action|Horror|Sci-Fi,Charles S. Dutton,Alien 3 ,207686,1543,Paul McGann,0,alien|crash|planet|prison|survivor,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,776,English,USA,R,50000000,1992,273,6.4,2.35,0
Color,Richard LaGravenese,131,126,98,37,Harry Connick Jr.,18000,53680848,Drama|Romance,Gerard Butler,P.S. I Love You ,167967,18726,Nellie McKay,1,birthday|friendship|hairy chest|letter|widow,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,243,English,USA,PG-13,30000000,2007,631,7.1,1.85,20000
Color,Alejandro Amenábar,180,141,448,334,Ashraf Barhom,614,617840,Adventure|Drama|History|Romance,Max Minghella,Agora ,52496,1829,Rupert Evans,2,christian|love|philosophy|prefect|slave,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,172,English,Spain,R,70000000,2009,451,7.2,2.35,29000
 Black and White,Craig Brewer,197,116,153,539,Michael Raymond-James,3000,9396487,Drama|Music,Justin Timberlake,Black Snake Moan ,52421,5012,S. Epatha Merkerson,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,200,English,USA,R,15000000,2006,788,7.0,2.35,0
Color,Joshua Seftel,79,107,0,91,Sergej Trifunovic,603,578527,Action|Comedy|Thriller,Bashar Rahal,"War, Inc. ",20008,988,Ned Bellamy,3,assassin|corporation|pop star|reporter|satire,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,112,English,USA,R,10000000,2008,175,5.7,1.78,883
Color,Gil Kenan,190,91,27,925,Jon Heder,12000,73661010,Animation|Comedy|Family|Fantasy|Mystery,Steve Buscemi,Monster House ,71137,17299,Catherine O'Hara,0,babysitter|halloween|house|neighbor|suburb,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,English,USA,PG,75000000,2006,970,6.6,2.35,0
Color,Sergio Leone,181,142,0,24,Luigi Pistilli,16000,6100000,Western,Clint Eastwood,"The Good, the Bad and the Ugly ",503509,16089,Enzo Petito,3,civil war|hitman|outlaw|shootout|spaghetti western,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,780,Italian,Italy,Approved,1200000,1966,34,8.9,2.35,20000
Color,Stephen Norrington,184,110,45,595,Traci Lords,886,70001065,Action|Horror,Sanaa Lathan,Blade ,191437,3174,Udo Kier,1,1990s|blade|blood|vampire|vampire hunter,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,582,English,USA,R,45000000,1998,650,7.1,2.35,0
Color,Richard Schenkman,6,90,29,558,Mike Colter,1000,,Comedy|Romance,Vanessa Williams,And Then Came Love ,443,2504,Eartha Kitt,1,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,4,English,USA,,989000,2007,569,4.8,,42
Color,Sally Potter,76,100,87,420,Joan Allen,887,396035,Drama|Romance,Shirley Henderson,Yes ,2725,2721,Stephanie Leonidas,0,beach|lebanese|loss|muslim|restaurant,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,48,English,UK,R,1000000,2004,805,6.9,1.85,305
Color,Guillermo del Toro,242,132,0,160,Rupert Evans,366,59035104,Action|Fantasy|Horror|Sci-Fi,James Babson,Hellboy ,244566,1112,Brian Steele,1,assassin|demon|hero|nazi|superhero,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,597,English,USA,PG-13,66000000,2004,334,6.8,1.85,0
Color,Rick Famuyiwa,18,106,44,328,Tamala Jones,865,25047631,Comedy|Drama|Romance,Omar Epps,The Wood ,6585,2724,Richard T. Jones,0,flashback|friendship|public nudity|shower|wedding,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,50,English,USA,R,6000000,1999,405,6.9,1.85,990
Color,Jay Russell,125,115,13,579,Jay Hernandez,2000,74540762,Action|Drama|Thriller,Billy Burke,Ladder 49 ,48753,4496,Jacinda Barrett,2,death of husband|fire|firefighter|funeral|main character dies,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,323,English,USA,PG-13,55000000,2004,1000,6.5,1.85,0
Color,Joel Schumacher,49,115,541,442,Oliver Platt,8000,61490000,Drama|Horror|Sci-Fi|Thriller,Julia Roberts,Flatliners ,62037,10493,Hope Davis,5,childhood trauma|death|medical student|memory|near death experience,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,148,English,USA,R,26000000,1990,1000,6.6,2.35,0
Color,Gideon Raff,33,94,47,108,Gloria Votsis,430,,Horror|Thriller,Gideon Emery,Train ,4790,836,Derek Magyar,1,blood splatter|heart ripped out|jock strap|train|vomiting,http://www.imdb.com/title/tt1015474/?ref_=fn_tt_tt_1,52,English,USA,R,,2008,209,4.8,1.85,804
Color,Neil Jordan,123,111,277,289,Stephen Rea,845,548934,Drama|Mystery|Romance,Tony Curran,Ondine ,16863,1554,Alicja Bachleda,2,celtic mythology|cottage|fisherman|irish|selkie,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,57,English,Ireland,PG-13,12000000,2009,327,6.8,1.85,0
Color,Ice Cube,22,104,0,498,Monica Calhoun,1000,23031390,Comedy|Drama,Bernie Mac,The Players Club ,4345,2868,Chrystale Wilson,9,catfight|dominatrix|rape|spanking|stripper,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,26,English,USA,R,4500000,1998,597,5.6,1.85,575
Color,Jonathan Liebesman,348,101,473,429,Danny Woodburn,833,190871240,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,167085,2690,Jeremy Howard,0,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,USA,PG-13,125000000,2014,809,5.9,2.35,62000
Color,Leon Ford,57,90,18,39,Patrick Brammall,130,,Comedy|Drama|Romance|Sci-Fi,Maeve Dermody,Griff the Invisible ,4173,362,Kelly Paterniti,1,alter ego|awkwardness|office|scientist|superhero,http://www.imdb.com/title/tt1509803/?ref_=fn_tt_tt_1,32,English,Australia,PG-13,,2010,96,6.1,1.85,0
Color,Charles Stone III,63,104,30,635,Chris Noth,1000,21800302,Comedy|Drama|Romance|Sport,Bernie Mac,Mr 3000 ,12164,4462,Paul Sorvino,1,baseball|baseball movie|cartoon on tv|dodge viper|retirement,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63,English,USA,PG-13,30000000,2004,962,5.5,1.85,491
Color,Jaume Collet-Serra,228,108,174,324,Paris Hilton,730,32048809,Horror,Robert Ri'chard,House of Wax ,94463,2160,Brian Van Holt,0,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,576,English,Australia,R,30000000,2005,716,5.3,1.85,0
Color,Peter Lord,238,88,91,591,Russell Tovey,4000,31051126,Adventure|Animation|Comedy|Family,Salma Hayek,The Pirates! Band of Misfits ,36877,6254,Brian Blessed,0,charles darwin|cutlass|pirate|queen victoria|scientist,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,101,English,UK,PG,55000000,2012,796,6.7,2.35,0
Color,Richard Marquand,197,134,37,504,Ian McDiarmid,11000,309125409,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode VI - Return of the Jedi ,681857,13649,Kenny Baker,0,death star|emperor|empire|princess|rebel,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,647,English,USA,PG,32500000,1983,1000,8.4,2.35,14000
Color,David Gordon Green,75,90,234,15,Eddie Rouse,552,241816,Drama,Paul Schneider,George Washington ,6246,642,Damian Jewan Lee,0,cover up|north carolina|redemption|small town|teenager,http://www.imdb.com/title/tt0262432/?ref_=fn_tt_tt_1,76,English,USA,Unrated,42000,2000,61,7.5,2.35,451
Color,Niels Arden Oplev,217,118,76,174,Isabelle Huppert,3000,10880926,Action|Crime|Drama|Thriller,Dominic Cooper,Dead Man Down ,54147,4253,James Biberi,2,crime lord|dead body|dead body in a freezer|new york city|truck explosion,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,127,English,USA,R,30000000,2013,678,6.5,2.35,0
Color,Michael Polish,30,90,35,21,Patrick Bauchau,216,,Drama|Horror|Mystery|Thriller,Olivia Rose Keegan,Amnesiac ,2157,423,Mia Barron,0,child in peril|electroshock therapy|memory|memory loss|teenage girl,http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1,15,English,USA,,3000000,2014,158,4.3,,421
Color,Paul Weitz,150,107,80,252,Sarita Choudhury,2000,18004225,Comedy|Drama|Romance,Tina Fey,Admission ,28573,3004,Christopher Evan Welch,2,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,87,English,USA,PG-13,13000000,2013,257,5.7,2.35,5000
Color,John 'Bud' Cardos,95,97,8,22,Hoke Howell,423,17000000,Horror|Sci-Fi,Woody Strode,Kingdom of the Spiders ,3274,516,Tiffany Bolling,0,death|farm|hotel|spider|tarantula,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,84,English,USA,PG,500000,1977,23,5.9,1.85,0
Color,Gore Verbinski,156,102,563,385,Hope Davis,12000,12469811,Comedy|Drama,Nicolas Cage,The Weather Man ,69172,13156,Michael Rispoli,1,corndog|failure|funeral in the rain|new york city|weatherman,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316,English,USA,R,22000000,2005,442,6.6,1.85,0
Color,,3,30,,12,Melissa Altro,51,,Animation|Comedy|Family,Bruce Dinsmore,Arthur             ,8495,108,Daniel Brochu,0,based on children's book|best friend|character name in title|friend|one word title,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,43,English,Canada,TV-Y,,,21,7.4,1.33,301
Color,Julian Gilbey,135,99,7,641,Eamonn Walker,762,,Action|Adventure|Crime|Thriller,Ed Speleers,A Lonely Place to Die ,22220,2631,Sean Harris,1,kidnapper|mountaineering|scotland|scottish highlands|sniper,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,97,English,UK,R,4000000,2011,706,6.3,2.35,0
Color,Andrew Adamson,284,150,80,82,Kiran Shah,1000,291709845,Adventure|Family|Fantasy,Jim Broadbent,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",286506,1317,Shane Rangi,5,hide and seek|lion|magic|professor|snow,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463,English,USA,PG,180000000,2005,190,6.9,2.35,0
Color,Danny Boyle,308,107,0,167,Benedict Wong,11000,3675072,Adventure|Sci-Fi|Thriller,Chris Evans,Sunshine ,190132,11623,Troy Garity,0,astronaut|earth|future|icarus|sun,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801,English,UK,R,26000000,2007,372,7.3,2.35,15000
Color,Jason Trost,42,78,91,86,Jason Trost,407,,Sci-Fi|Thriller,Sean Whalen,All Superheroes Must Die ,1771,674,Nick Principe,0,arch villain|game of death|kidnapping|superhero,http://www.imdb.com/title/tt1836212/?ref_=fn_tt_tt_1,35,English,USA,Unrated,20000,2011,91,4.0,2.35,835
Color,Luis Llosa,119,89,49,514,Eric Stoltz,2000,65557989,Action|Adventure|Horror|Thriller,Frank Welker,Anaconda ,73539,3717,Kari Wuhrer,0,amazon|anaconda|boat|jungle|snake,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,271,English,USA,PG-13,45000000,1997,902,4.6,2.35,0
Color,Paul Mazursky,21,91,150,150,Ryan O'Neal,979,2104000,Comedy|Crime|Drama,Chazz Palminteri,Faithful ,1595,1679,Paul Mazursky,3,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,19,English,USA,R,13000000,1996,385,5.9,1.85,69
Color,Marcus Raboy,4,85,7,240,Tamala Jones,706,,Comedy|Crime|Music,Mike Epps,The Janky Promoters ,1097,1936,Glenn Plummer,2,bigger dreams|concert promoter|hotel maid|pep talk|rap concert,http://www.imdb.com/title/tt1210071/?ref_=fn_tt_tt_1,10,English,USA,R,,2009,405,5.2,1.85,402
Color,William A. Fraker,25,98,28,102,Richard Farnsworth,372,8000000,Action|Adventure|Western,Jason Robards,The Legend of the Lone Ranger ,1400,927,Michael Horse,0,ambush|hero|masked hero|outlaw|texas ranger,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,41,English,USA,PG,18000000,1981,262,5.0,2.35,346
Color,Charles Martin Smith,35,98,188,693,Bill Cobbs,2000,24629916,Comedy|Drama|Family|Sport,Kevin Zegers,Air Bud ,12942,4277,Michael Jeter,0,basketball|boy|dog|dog movie|golden retriever,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1,34,English,USA,PG,3000000,1997,970,5.1,1.85,902
Color,John Boorman,104,109,128,1000,Jamie Lee Curtis,11000,13491653,Drama|Thriller,Daniel Radcliffe,The Tailor of Panama ,23728,14995,Mark Margolis,0,canal|panama|president|spy|tailor,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,213,English,USA,R,18000000,2001,2000,6.1,2.35,813
Color,Stanley Tong,62,89,7,36,Anita Mui,186,32333860,Action|Comedy,Françoise Yip,Rumble in the Bronx ,29843,407,Garvin Cross,1,fight|gang|greed|street gang|wedding,http://www.imdb.com/title/tt0113326/?ref_=fn_tt_tt_1,81,Cantonese,Hong Kong,R,7500000,1995,147,6.7,2.35,0
Color,Atom Egoyan,95,116,460,71,Elaine Cassidy,5000,819852,Drama|Thriller,Bob Hoskins,Felicia's Journey ,6690,5426,Gerard McSorley,0,caterer|catering|chef|friend|lawn mower,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,83,English,Canada,PG-13,,1999,203,7.0,2.35,284
Color,Todd Lincoln,145,83,57,62,Rick Gomez,465,4930798,Horror|Thriller,Julianna Guill,The Apparition ,16268,730,Tim Williams,1,e mail|evil spirit|experiment|fear|supernatural,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,108,English,USA,PG-13,17000000,2012,152,4.1,2.35,0
Color,Chuck Russell,57,114,55,360,Amy Yasbeck,789,119938730,Action|Comedy|Crime|Fantasy,Peter Greene,The Mask ,265818,2085,Reg E. Cathey,0,bank|bank clerk|gangster|loki|mask,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,213,English,USA,PG-13,18000000,1994,424,6.9,1.85,0
Color,Pierre Morel,309,93,180,485,Holly Valance,14000,145000989,Action|Thriller,Liam Neeson,Taken ,483756,16461,Xander Berkeley,0,agent|cia|france|rescue|teenage abduction,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,974,English,France,PG-13,25000000,2008,816,7.9,2.35,29000
Color,David Koepp,164,99,192,282,Kathryn Erbe,347,21133087,Horror|Mystery|Thriller,Illeana Douglas,Stir of Echoes ,62468,1254,Lusia Strus,0,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,374,English,USA,R,12000000,1999,301,7.0,1.85,0
Color,Scott Dow,23,88,6,233,Wray Crawford,680,,Comedy|Horror,Trenton Rostedt,The Walking Deceased ,2348,1425,Dave Sheridan,0,zombie|zombie spoof,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,25,English,USA,R,1250000,2015,418,3.4,,0
